date,open,high,low,close,volume
2021-01-01,49.5,51.0,49.0,50.0,67004.3824845841
2021-01-02,48.87015247567614,50.35106618706027,48.37651457188143,49.36379037947085,19400.17667795427
2021-01-03,48.790770604463,50.269278804598244,48.297934537751246,49.283606671174745,7387.4728203223585
2021-01-04,50.43278331484378,51.96104947589966,49.92336126115849,50.94220536852907,11845.479530702656
2021-01-05,49.61293978438227,51.116362202090826,49.11179897847941,50.11408059028512,115677.46766448139
2021-01-06,50.14418426583899,51.66370500116744,49.63767735406283,50.65069117761514,6651.185868558069
2021-01-07,51.692287019600826,53.25871995958873,51.17014270627152,52.214431332930126,20063.817004045082
2021-01-08,49.886899080750666,51.39862329531887,49.382991009227936,50.3908071522734,75321.17562275652
2021-01-09,49.334381166118966,50.829362413577115,48.836054083632916,49.832708248605016,66900.2853518961
2021-01-10,50.156382899242985,51.67627329012914,49.6497527689476,50.66301302953837,51346.79056718346
2021-01-11,51.893991314048215,53.46653650538301,51.36980958360328,52.418173044493145,43965.25804257476
2021-01-12,53.0842188601092,54.692831552839785,52.54801462919901,53.6204230910194,5443.771264551142
2021-01-13,53.39862957605984,55.01676986624347,52.85924947933196,53.938009672787715,5917.117271742515
2021-01-14,54.235905011304055,55.87941728437388,53.68806758694745,54.78374243566066,47424.34567040375
2021-01-15,53.62482675192332,55.24982150198161,53.08316183523723,54.16649166860942,13678.2239461977
2021-01-16,53.37256790479514,54.98991844736469,52.83345105727196,53.91168475231832,34324.05085732445
2021-01-17,54.15465954395652,55.79570983316732,53.60764278088625,54.70167630702679,10958.99932865377
2021-01-18,54.51020166607363,56.162025958984955,53.95959356843652,55.060809763710736,55944.28468465509
2021-01-19,54.02454251645068,55.661649865434036,53.478840066789566,54.5702449661118,43330.83815613185
2021-01-20,53.61838990739144,55.24318960155482,53.076790009336975,54.159989805445896,13247.944398074607
2021-01-21,51.33051389149038,52.88598400941433,50.81202385218239,51.84900393079836,42729.45765363117
2021-01-22,51.660498115415834,53.22596775527692,51.138674902128805,52.18232132870286,24554.90308830677
2021-01-23,52.565198390399416,54.15808319010849,52.03423679049639,53.09615999030244,29498.822107432123
2021-01-24,53.103518281746474,54.712715805435764,52.56711910718337,53.63991745630957,28159.87011984628
2021-01-25,53.77757795387914,55.40720152823911,53.23437009575915,54.32078581199913,8039.148843742339
2021-01-26,53.57708789322811,55.20063601120472,53.03590518723591,54.11827059922032,46147.48601570674
