date,sentiment_textblob_polarity_mean,sentiment_textblob_polarity_std,sentiment_textblob_polarity_count,sentiment_textblob_subjectivity_mean,sentiment_textblob_subjectivity_std,sentiment_bullish_keyword_count_sum,sentiment_bullish_keyword_count_mean,sentiment_bearish_keyword_count_sum,sentiment_bearish_keyword_count_mean,sentiment_fomo_keyword_count_sum,sentiment_fomo_keyword_count_mean,sentiment_squeeze_keyword_count_sum,sentiment_squeeze_keyword_count_mean,sentiment_diamond_hands_count_sum,sentiment_diamond_hands_count_mean,sentiment_paper_hands_count_sum,sentiment_paper_hands_count_mean,sentiment_meme_bullish_sentiment_mean,sentiment_meme_bullish_sentiment_std,sentiment_diamond_hands_sentiment_mean,sentiment_diamond_hands_sentiment_std,sentiment_fomo_intensity_mean,sentiment_fomo_intensity_std,sentiment_squeeze_expectation_mean,sentiment_squeeze_expectation_std,sentiment_finbert_bullish_score_mean,sentiment_finbert_bullish_score_std,sentiment_finbert_bearish_score_mean,sentiment_finbert_bearish_score_std,sentiment_finbert_neutral_score_mean,sentiment_finbert_neutral_score_std,sentiment_emotion_joy_intensity_mean,sentiment_emotion_joy_intensity_std,sentiment_emotion_fear_intensity_mean,sentiment_emotion_fear_intensity_std,sentiment_emotion_anger_intensity_mean,sentiment_emotion_anger_intensity_std,sentiment_emotion_surprise_intensity_mean,sentiment_emotion_surprise_intensity_std,sentiment_consensus,sentiment_momentum,emotional_contagion,diamond_vs_paper_ratio,bullish_bearish_ratio,moon_expectation_level,squeeze_anticipation,retail_vs_institutional,weekend_sentiment_buildup,fud_detection_score
2021-01-01,-0.03782191680684627,0.2544410551203097,54,0.6744338989033782,0.2688340897938394,30,0.7629251914171061,22,0.21529863145704364,16,0.05315621096926092,14,0.07162570346206058,38,0.12923565544182036,10,0.09199694329284235,0.3128688828657276,0.1134581672883151,0.029299443103418366,0.23882633079524737,0.487082544323578,0.12278834062208618,0.5182183156359275,0.19264120277987518,0.287934094093219,0.28493022108103616,0.6899643571263624,0.23073973858101585,0.1358861501275942,0.13328285686218797,0.37071065703778405,0.1066806013154869,0.4752929765655083,0.19404979713199522,0.15397435116568392,0.10323390799090396,0.7836227424434298,0.14229406400994932,0.033559181647251135,0.45993657179888425,0.3638803936268833,2.668012007627139,3.9294443937335988,0.4575454073734121,0.23468353288525023,0.4973206116397705,0.18824897734052853,0.6822263767059911
2021-01-02,0.3655000144869413,0.4844762255295657,132,0.39125150175924195,0.2611340305900106,51,0.7771493244517926,32,0.3580548582725198,8,0.07933041252323053,4,0.054440416979718666,8,0.252206580872921,24,0.03033053186388924,0.0493223333237191,0.28676409713868456,0.6181029655616969,0.10322492927444299,0.8782524677323466,0.13151087782973964,0.45550169521922024,0.05333042194817755,0.1855259752577192,0.1225008266476183,0.33473532657927907,0.25478722576473445,0.0666279984103747,0.2572734771923396,0.18436823801969382,0.1182168829760103,0.19280190266645925,0.27440594696857334,0.37681960614797083,0.21833376411870076,0.6599242952590599,0.1531492752373323,0.4829533632166656,-0.12091327695114784,0.12909634985963336,0.6714848219759334,6.699263421613231,0.3407634893488872,0.11346050152476905,-0.21782135435076688,-0.28422913659743576,0.9664348100843196
2021-01-03,0.21239575926798354,0.46214025678242554,172,0.5755348258622055,0.21707087287935042,22,0.22811081096430902,39,0.12550923771175895,5,0.10708069852515047,7,0.050068383259349744,21,0.2688721625989741,16,0.12499530467315684,0.22025461156057713,0.19267531685312983,0.5095088732242019,0.17453142597882945,0.5272551499506771,0.09571413691959887,0.030824618699370254,0.09555857774477389,0.651679794878427,0.11897684602951493,0.6954884591776503,0.2627658263185686,0.9760796862214676,0.15001135170203064,0.4430759329334488,0.10982537877837047,0.6273755044353622,0.14500807980883987,0.6281826045103551,0.10253156569683244,0.5176480890176051,0.11896608776882028,0.29819729815092944,-0.49041435985560544,0.45651175672179023,4.663149828696798,4.698899080414396,0.4678142961809717,0.05341667193451061,0.07537006482571684,-0.029627371241834566,0.36300144998256145
2021-01-04,0.11906093893792563,0.1783164539157186,127,0.7315866489417124,0.2736542561026517,73,0.11542461220825294,47,0.2872346201085155,2,0.06674069982890041,8,0.17286641484132187,8,0.1256165793653674,14,0.17918181703483177,-0.14715575374227197,0.21061754664125382,0.5457496797794357,0.17034196359176165,0.929870482293879,0.07727126985004247,0.8792043375853826,0.18816042294493723,0.7126014072983932,0.16660152661044886,0.698635589431956,0.19870183653211998,0.9569917688704415,0.18340974566418017,0.16574901538845488,0.16694870635987244,0.9794198731378522,0.19535904478007665,0.5472374278792835,0.10024072278180358,0.16736753072665134,0.1693714021857779,0.8451072990054121,-0.21615385165386347,0.2716946161692593,4.472606217749674,3.837221747194545,0.3114157538811587,0.6082976137418968,-0.04928201446785263,0.1551331370800746,0.062224172652242005
2021-01-05,-0.19078695169029442,0.1277445203500662,111,0.5695179129093828,0.14116824200735364,26,0.6040056277641792,35,0.2627132427884529,14,0.0882442551068157,13,0.16588109584921382,30,0.26467453031114346,24,0.04731372433154944,0.5780545885197894,0.33091942548906406,0.3594238268308171,0.2086968857166029,0.48379689658279634,0.06288655823042308,0.013010213425872719,0.09814031574791607,0.6880305189519813,0.1747132572078161,0.7039359073278308,0.14107363693799707,0.06043654494056405,0.1700940404635856,0.9820446227863839,0.20185779813598523,0.46440290632064596,0.12651643603623583,0.23117588313739423,0.22321971242987093,0.9784566721842839,0.10731396247259165,0.6021543061264543,-0.38070041939818755,0.3519050557586608,0.9499825460114225,1.191570455404648,0.4381223470808632,0.7153532125002056,0.063817480575171,0.027686682278026342,0.8976140083423853
2021-01-06,-0.19080383576465815,0.14031120055097068,181,0.3397756848521803,0.12238392387954558,18,0.3925929537093391,31,0.1533555171501415,21,0.0949282236812781,6,0.09370897032233838,8,0.26430773434244775,18,0.12760544241227254,0.0880479215445808,0.34328055780178324,0.08147389771294189,0.1145472523554393,0.49044909673594994,0.1571178711387374,0.9447500802102118,0.08783792507827556,0.31931688002137404,0.14286001446457572,0.4925218540205084,0.24744553544996534,0.44325344147496215,0.27176278293497136,0.09624649114071637,0.20646954559092576,0.8174982565256667,0.1790152650776385,0.3438224912587524,0.13780341346691086,0.37504069824021,0.13728276943326537,0.45393296174299036,-0.39719143826414605,0.09431265146274759,1.7172214164700494,2.4493904569365634,0.35891299099803065,0.3728099892032055,-0.34254704281015336,0.09088565275744198,0.037949730239870805
2021-01-07,-0.2593414714822604,0.1072887302606199,138,0.21464046893392283,0.15394992230339793,50,0.16218817156129509,15,0.09781031627791043,23,0.11398867325093669,6,0.035156876564326374,5,0.24116273759621837,17,0.13965305688395233,0.18229388393050866,0.22010698805194923,0.19333923361205219,0.25802627474522166,0.11974678850053189,0.07943514225317835,0.48921624868809066,0.13013306148968712,0.2522024021593309,0.21702433218542494,0.914886150121504,0.23994261543086742,0.18624493829977473,0.12530889174268162,0.5892117234526204,0.15353335195388854,0.507784186951121,0.1354270909586005,0.6140311984486506,0.13837750994361905,0.1069256024472448,0.2493540889238858,0.40793537105429634,-0.4225127098642505,0.4281280507101417,3.067463859259898,1.0014328773835113,0.5662048235071453,0.6796758674906396,0.3561495725959415,0.010005835563205223,0.952765897153333
2021-01-08,0.30632330204245456,0.13777718430237137,91,0.722059324340558,0.11141737121786298,10,0.5786278739039298,42,0.2780739161670468,8,0.2298293267843245,3,0.08262792787571709,11,0.08667377850379539,3,0.09548024247547192,0.08422717938953805,0.3841458808019065,0.9507447132126717,0.1435561603535137,0.8026562441522198,0.15351130312831968,0.3419344935747266,0.17357026248808072,0.9559187999620442,0.1885828196083927,0.4891965179806156,0.14925414682063465,0.4853448971344181,0.21312897647695772,0.6264638552540559,0.2823193773120548,0.4958400311040241,0.1727255497542314,0.8608550280434487,0.23065431316654875,0.4937988957157461,0.16509379773532454,0.49724548018956327,0.09325947017537728,0.9832576109615698,0.47843103652953134,8.074987316566608,0.23792416224498347,0.7129588155595261,0.4095689433445876,0.29512472680938656,0.6645794280090398
2021-01-09,0.12078050822024616,0.37320270936654276,138,0.2127616465102323,0.20623390560020638,11,0.48157386978248984,9,0.30850911034631573,16,0.18013541707816816,3,0.12767525628601317,34,0.22258071172518223,21,0.1461975657255686,0.34600938409296017,0.2219388153856217,0.40869956227093396,0.23540756297640203,0.2469654124670625,0.1085564669070431,0.9242184348426601,0.06547201413175416,0.9232995082699295,0.10683511780821749,0.4502651934966382,0.28068155117255855,0.8301772429995874,0.12841232188861246,0.5380795428740542,0.17365255797438264,0.9304234931787778,0.1746928433585444,0.7532134387388773,0.11073943758787486,0.8739980116130832,0.23364740339546877,0.04043883121266134,-0.31065227637014137,0.3288330468811903,1.7728391055807542,1.3523982798472256,0.9886565549140125,0.9353422813969053,-0.05033833688707745,-0.26722707810657703,0.9416892084419491
2021-01-10,0.19565080445723182,0.1284754593840916,195,0.7248210036105198,0.2873211384589923,69,0.7863617754007742,12,0.16046957031717252,24,0.2961490681463924,13,0.09633659935119103,13,0.2862560161451422,21,0.09393167782838217,0.3297857266636744,0.331550810569033,0.46668315583086417,0.2606424246488186,0.8996124893723151,0.11236622014844774,0.024390993110096737,0.19145310644686042,0.4573166098928203,0.16393041245106013,0.199380819010627,0.12087429161656581,0.9506117747428903,0.24095916722643732,0.6621858857118336,0.1091100311930705,0.8899658687466815,0.2986341579196665,0.5534000268334149,0.16268111229491128,0.8872910017773294,0.24337683511945546,0.8927933564206599,-0.13875720595898955,0.876429274842435,1.2555614340950305,5.953733665488935,0.5008699533821656,0.06487363783510725,-0.21957013842642314,-0.005373106936573613,0.19965968664897826
